customerID,risk_score,top_risk_drivers
7590-VHVEG,61.86,tenure; TotalCharges; InternetService Fiber optic
2296-DKZFP,5.45,Contract Two year; tenure; InternetService Fiber optic
4844-JJWUY,84.16,tenure; TotalCharges; InternetService Fiber optic
6777-TGHTM,19.06,tenure; InternetService Fiber optic; Contract One year
8909-BOLNL,6.8,tenure; Contract One year; InternetService Fiber optic
6603-YRDCJ,5.55,Contract Two year; InternetService Fiber optic; tenure
3538-WZPHD,60.39,tenure; TotalCharges; InternetService Fiber optic
3229-USWAR,8.46,InternetService Fiber optic; tenure; Contract One year
2138-VFAPZ,5.35,Contract Two year; InternetService Fiber optic; TechSupport No internet service
6131-JLWZM,7.25,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
4785-QRJHC,11.12,tenure; InternetService Fiber optic; Contract One year
0269-XFESX,5.17,InternetService Fiber optic; tenure; Contract One year
1709-EJDOX,4.96,Contract Two year; InternetService Fiber optic; tenure
4316-XCSLJ,12.34,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
8610-WFCJF,45.47,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9693-XMUOB,26.1,tenure; PaymentMethod Electronic check; InternetService Fiber optic
0383-CLDDA,5.69,Contract Two year; tenure; InternetService Fiber optic
4905-JEFDW,32.49,PaymentMethod Electronic check; Contract One year; InternetService Fiber optic
2709-UQGNP,17.19,InternetService Fiber optic; tenure; OnlineSecurity Yes
3549-ZTMNH,5.78,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
7881-INRLC,32.36,tenure; InternetService Fiber optic; TotalCharges
8033-ATFAS,9.86,InternetService Fiber optic; tenure; MonthlyCharges
1635-NZATJ,4.96,Contract Two year; tenure; InternetService Fiber optic
0562-HKHML,4.82,Contract Two year; tenure; InternetService Fiber optic
8277-RVRSV,5.4,InternetService Fiber optic; tenure; Contract One year
9943-VSZUV,17.91,tenure; TotalCharges; InternetService Fiber optic
0117-LFRMW,11.06,InternetService Fiber optic; tenure; Contract Two year
6172-FECYY,37.9,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7054-ENNGU,15.37,InternetService Fiber optic; tenure; MonthlyCharges
1455-HFBXA,6.74,Contract Two year; tenure; TotalCharges
9402-CXWPL,19.4,tenure; Contract One year; TotalCharges
1628-BIZYP,80.6,tenure; TotalCharges; InternetService Fiber optic
1965-AKTSX,74.46,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0082-LDZUE,54.24,tenure; TotalCharges; InternetService Fiber optic
4786-UKSNZ,24.19,tenure; TotalCharges; InternetService Fiber optic
5343-SGUBI,11.55,tenure; Contract One year; TotalCharges
0856-NAOES,22.77,tenure; InternetService Fiber optic; MonthlyCharges
1976-AZZPJ,17.06,InternetService Fiber optic; tenure; OnlineSecurity Yes
7248-VZQLC,26.06,tenure; InternetService Fiber optic; TotalCharges
6156-UZDLF,11.01,Contract One year; tenure; InternetService Fiber optic
3099-OONVS,10.85,InternetService Fiber optic; PaymentMethod Electronic check; tenure
9500-WBGRP,6.46,Contract Two year; tenure; InternetService Fiber optic
5183-KLYEM,5.79,Contract Two year; tenure; TotalCharges
5144-PQCDZ,8.89,InternetService Fiber optic; tenure; TotalCharges
8514-VZHEB,5.13,Contract Two year; tenure; InternetService Fiber optic
6625-IUTTT,5.61,Contract Two year; tenure; InternetService Fiber optic
9355-NPPFS,40.2,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0068-FIGTF,9.11,InternetService Fiber optic; tenure; Contract One year
5965-GGPRW,7.45,Contract Two year; tenure; TotalCharges
8035-PWSEV,67.96,tenure; InternetService Fiber optic; TechSupport Yes
2236-HILPA,4.82,Contract Two year; tenure; InternetService Fiber optic
1840-BIUOG,9.9,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
1356-MKYSK,17.1,tenure; InternetService Fiber optic; OnlineSecurity Yes
6080-LNESI,5.16,Contract Two year; tenure; InternetService Fiber optic
1830-IPXVJ,4.98,Contract Two year; tenure; InternetService Fiber optic
5828-DWPIL,16.61,tenure; OnlineSecurity Yes; TotalCharges
8398-TBIYD,6.62,Contract Two year; tenure; TotalCharges
0011-IGKFF,71.63,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4192-GORJT,81.32,tenure; InternetService Fiber optic; MonthlyCharges
6496-SLWHQ,86.02,tenure; InternetService Fiber optic; TotalCharges
9912-GVSEQ,50.85,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2931-FSOHN,23.5,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
9418-RUKPH,5.0,Contract Two year; InternetService Fiber optic; tenure
5383-MMTWC,81.87,tenure; InternetService Fiber optic; TotalCharges
9971-ZWPBF,36.17,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4712-AUQZO,12.84,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
9711-FJTBX,8.6,tenure; Contract One year; TotalCharges
2908-ZTPNF,11.19,InternetService Fiber optic; tenure; TechSupport Yes
7240-ETPTR,51.21,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2202-CUYXZ,86.24,tenure; TotalCharges; InternetService Fiber optic
5995-OIGLP,14.18,InternetService Fiber optic; MonthlyCharges; tenure
8421-WZOOW,14.64,tenure; TotalCharges; InternetService Fiber optic
6261-RCVNS,7.95,InternetService Fiber optic; tenure; Contract One year
7951-QKZPL,17.1,TotalCharges; InternetService Fiber optic; Contract Two year
1414-YADCW,6.43,Contract Two year; tenure; TotalCharges
8756-RDDLT,11.9,tenure; InternetService Fiber optic; PaymentMethod Electronic check
2862-PFNIK,63.58,tenure; TotalCharges; InternetService Fiber optic
5816-QVHRX,23.86,tenure; InternetService Fiber optic; TotalCharges
4430-YHXGG,7.68,InternetService Fiber optic; tenure; TechSupport No internet service
6888-SBYAI,42.67,tenure; TotalCharges; InternetService Fiber optic
7395-XWZOY,10.57,InternetService Fiber optic; OnlineSecurity Yes; TechSupport Yes
7169-YWAMK,5.14,Contract Two year; tenure; InternetService Fiber optic
3640-PHQXK,45.87,InternetService Fiber optic; PaymentMethod Electronic check; tenure
6877-LGWXO,48.95,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
6859-RKMZJ,17.37,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
2729-VNVAP,4.93,Contract Two year; InternetService Fiber optic; tenure
2957-JIRMN,19.43,tenure; Contract One year; TotalCharges
2049-BAFNW,41.72,tenure; TotalCharges; InternetService Fiber optic
3842-QTGDL,19.9,InternetService Fiber optic; OnlineSecurity Yes; PaperlessBilling Yes
7163-OCEQI,9.68,InternetService Fiber optic; Contract One year; tenure
9782-LGXMC,7.1,InternetService Fiber optic; tenure; TotalCharges
5975-BAICR,7.98,InternetService Fiber optic; tenure; Contract One year
8019-ENHXU,36.77,PaymentMethod Electronic check; InternetService Fiber optic; tenure
5167-GBFRE,63.41,tenure; TotalCharges; InternetService Fiber optic
9033-EOXWV,24.54,InternetService Fiber optic; tenure; Contract One year
4673-KKSLS,17.39,tenure; InternetService Fiber optic; PaymentMethod Electronic check
4853-OITSN,54.56,OnlineSecurity Yes; tenure; InternetService Fiber optic
9800-OUIGR,4.82,Contract Two year; tenure; InternetService Fiber optic
1324-NLTJE,27.41,InternetService Fiber optic; SeniorCitizen; tenure
2324-EFHVG,11.94,Contract Two year; tenure; TotalCharges
7094-MSZAO,7.29,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
1522-VVDMG,62.8,tenure; InternetService Fiber optic; MonthlyCharges
6907-CQGPN,12.98,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0780-XNZFN,5.14,Contract Two year; tenure; InternetService Fiber optic
0239-OXEXL,12.8,tenure; OnlineSecurity Yes; InternetService Fiber optic
2675-IJRGJ,6.32,Contract Two year; InternetService Fiber optic; tenure
7049-GKVZY,8.9,InternetService Fiber optic; Contract One year; OnlineSecurity Yes
8577-QSOCG,5.0,Contract Two year; InternetService Fiber optic; tenure
3721-CNZHX,6.01,Contract One year; InternetService Fiber optic; OnlineSecurity No internet service
0212-ISBBF,24.29,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
9185-TQCVP,74.2,InternetService Fiber optic; PaymentMethod Electronic check; tenure
3585-YNADK,7.09,tenure; InternetService Fiber optic; TotalCharges
5271-DBYSJ,52.15,InternetService Fiber optic; tenure; Contract Two year
1099-GODLO,10.83,tenure; Contract Two year; TotalCharges
6828-HMKWP,5.32,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
5567-WSELE,87.6,tenure; InternetService Fiber optic; TotalCharges
1472-TNCWL,33.45,tenure; InternetService Fiber optic; PaymentMethod Electronic check
8063-RJYNF,62.78,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
0687-ZVTHB,8.79,tenure; InternetService Fiber optic; Contract One year
2080-GKCWQ,58.93,tenure; TotalCharges; InternetService Fiber optic
9661-ACXBS,37.71,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
2193-SFWQW,5.87,Contract Two year; tenure; TotalCharges
5656-JAMLX,5.11,Contract Two year; tenure; InternetService Fiber optic
3462-BJQQA,80.8,tenure; InternetService Fiber optic; MonthlyCharges
0442-TDYUO,4.96,Contract Two year; InternetService Fiber optic; tenure
6733-LRIZX,13.25,Contract Two year; tenure; InternetService Fiber optic
9503-XJUME,5.16,tenure; InternetService Fiber optic; Contract One year
4367-NHWMM,56.86,tenure; TotalCharges; InternetService Fiber optic
3727-RJMEO,80.45,tenure; InternetService Fiber optic; TotalCharges
3779-OSWCF,5.1,Contract Two year; tenure; InternetService Fiber optic
6736-DHUQI,8.1,tenure; Contract One year; TotalCharges
3915-ODIYG,8.22,tenure; InternetService Fiber optic; Contract One year
1360-RCYRT,11.25,InternetService Fiber optic; tenure; PaymentMethod Electronic check
2724-FJDYW,7.91,InternetService Fiber optic; tenure; Contract One year
4451-RWASJ,6.34,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
6646-VRFOL,42.88,tenure; InternetService Fiber optic; TotalCharges
3460-TJBWI,5.29,Contract Two year; InternetService Fiber optic; tenure
5917-HBSDW,6.03,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5685-IIXLY,73.7,tenure; InternetService Fiber optic; TotalCharges
5671-UUNXD,26.17,Contract One year; tenure; InternetService Fiber optic
0956-ACVZC,15.97,tenure; Contract One year; TotalCharges
2325-NBPZG,46.39,tenure; OnlineSecurity Yes; InternetService Fiber optic
4250-ZBWLV,23.26,tenure; PaymentMethod Electronic check; InternetService Fiber optic
4482-FTFFX,27.38,tenure; InternetService Fiber optic; MonthlyCharges
8859-DZTGQ,5.07,Contract Two year; InternetService Fiber optic; tenure
0440-MOGPM,12.44,InternetService Fiber optic; tenure; Contract One year
0020-JDNXP,6.99,InternetService Fiber optic; tenure; Contract One year
3752-CQSJI,6.9,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
5025-GOOKI,6.54,InternetService Fiber optic; OnlineSecurity No internet service; tenure
4698-KVLLG,5.1,Contract Two year; tenure; InternetService Fiber optic
5095-AESKG,81.17,tenure; InternetService Fiber optic; TotalCharges
2887-JPYLU,10.1,InternetService Fiber optic; tenure; TotalCharges
4770-QAZXN,7.82,InternetService Fiber optic; OnlineSecurity No internet service; DeviceProtection No internet service
4896-CPRPF,5.03,Contract Two year; InternetService Fiber optic; tenure
1871-MOWRM,39.59,InternetService Fiber optic; tenure; OnlineSecurity Yes
9714-EDSUC,46.91,tenure; InternetService Fiber optic; OnlineSecurity Yes
2027-OAQQC,14.57,tenure; InternetService Fiber optic; PaymentMethod Electronic check
0282-NVSJS,17.6,InternetService Fiber optic; PaymentMethod Electronic check; SeniorCitizen
9090-SGQXL,38.13,tenure; TotalCharges; InternetService Fiber optic
6595-YGXIT,55.01,PaymentMethod Electronic check; InternetService Fiber optic; Contract Two year
7353-YOWFP,6.37,Contract One year; InternetService Fiber optic; tenure
9835-ZIITK,21.82,tenure; TotalCharges; InternetService Fiber optic
8008-ESFLK,18.35,tenure; PaymentMethod Electronic check; InternetService Fiber optic
7537-CBQUZ,16.92,tenure; TotalCharges; OnlineSecurity Yes
1555-DJEQW,6.17,Contract Two year; tenure; TotalCharges
5649-TJHOV,25.13,InternetService Fiber optic; SeniorCitizen; tenure
0519-XUZJU,82.78,tenure; TotalCharges; InternetService Fiber optic
3363-EWLGO,10.04,tenure; InternetService Fiber optic; OnlineSecurity No internet service
4750-UKWJK,5.42,tenure; InternetService Fiber optic; Contract One year
6338-AVWCY,58.59,tenure; TotalCharges; InternetService Fiber optic
1689-YQBYY,60.0,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4487-ZYJZK,5.13,InternetService Fiber optic; tenure; Contract One year
2959-FENLU,65.1,tenure; InternetService Fiber optic; MonthlyCharges
0708-LGSMF,22.06,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
9253-QXKBE,55.48,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7634-HLQJR,4.82,Contract Two year; InternetService Fiber optic; tenure
0487-RPVUM,13.27,tenure; TotalCharges; InternetService Fiber optic
4079-ULGFR,8.25,InternetService Fiber optic; OnlineSecurity No internet service; DeviceProtection No internet service
2516-XSJKX,6.56,Contract Two year; InternetService Fiber optic; PaymentMethod Electronic check
0057-QBUQH,5.12,Contract Two year; InternetService Fiber optic; tenure
9445-SZLCH,26.98,InternetService Fiber optic; tenure; TotalCharges
6599-SFQVE,36.15,InternetService Fiber optic; tenure; PaymentMethod Electronic check
8331-ZXFOE,6.69,tenure; InternetService Fiber optic; Contract One year
4003-FUSHP,12.38,InternetService Fiber optic; MonthlyCharges; TechSupport Yes
0356-ERHVT,18.34,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
7325-ENZFI,7.04,tenure; InternetService Fiber optic; Contract One year
4884-ZTHVF,75.12,tenure; InternetService Fiber optic; PaymentMethod Electronic check
3920-HIHMQ,10.42,InternetService Fiber optic; tenure; MonthlyCharges
3055-OYMSE,21.74,tenure; InternetService Fiber optic; TotalCharges
0613-WUXUM,5.67,Contract Two year; InternetService Fiber optic; tenure
7568-PODML,70.93,tenure; TotalCharges; InternetService Fiber optic
4458-KVRBJ,5.09,Contract Two year; tenure; InternetService Fiber optic
5349-IECLD,78.97,tenure; TotalCharges; InternetService Fiber optic
1397-XKKWR,14.53,Contract One year; tenure; InternetService Fiber optic
3945-GFWQL,31.68,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8097-OMULG,7.48,tenure; InternetService Fiber optic; TotalCharges
6013-BHCAW,5.68,Contract Two year; tenure; InternetService Fiber optic
0401-WDBXM,7.93,Contract Two year; tenure; TotalCharges
3387-PLKUI,7.01,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
6096-EGVTU,5.25,tenure; InternetService Fiber optic; Contract One year
3797-VTIDR,72.2,tenure; TotalCharges; InternetService Fiber optic
5081-NWSUP,10.06,InternetService Fiber optic; Contract One year; MonthlyCharges
2580-ATZSQ,6.43,tenure; InternetService Fiber optic; Contract One year
8085-MSNLK,6.84,Contract Two year; tenure; InternetService Fiber optic
9691-HKOVS,8.98,tenure; InternetService Fiber optic; TotalCharges
9881-VCZEP,13.59,InternetService Fiber optic; PaymentMethod Electronic check; tenure
9526-BIHHD,47.44,tenure; TotalCharges; InternetService Fiber optic
8757-TFHHJ,42.81,tenure; TotalCharges; InternetService Fiber optic
4523-WXCEF,30.42,tenure; TotalCharges; InternetService Fiber optic
1468-DEFNC,4.82,Contract Two year; tenure; InternetService Fiber optic
5119-KEPFY,32.85,tenure; InternetService Fiber optic; TotalCharges
8364-TRMMK,52.65,tenure; TotalCharges; InternetService Fiber optic
0916-KNFAJ,5.89,Contract Two year; tenure; InternetService Fiber optic
8319-QBEHW,11.79,InternetService Fiber optic; tenure; Contract One year
3063-QFSZL,63.99,tenure; TotalCharges; InternetService Fiber optic
8775-LHDJH,88.87,tenure; TotalCharges; InternetService Fiber optic
9625-QNLUX,6.84,Contract Two year; tenure; TotalCharges
3097-NQYSN,84.42,tenure; TotalCharges; InternetService Fiber optic
4024-CSNBY,5.78,Contract Two year; tenure; TotalCharges
7110-BDTWG,11.01,Contract Two year; tenure; PaymentMethod Electronic check
7493-GVFIO,4.97,Contract Two year; tenure; InternetService Fiber optic
0690-SRQID,8.47,InternetService Fiber optic; tenure; OnlineSecurity No internet service
9605-WGJVW,83.7,tenure; TotalCharges; InternetService Fiber optic
9114-DPSIA,5.16,Contract Two year; tenure; InternetService Fiber optic
4700-UBQMV,9.79,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
7711-GQBZC,4.82,Contract Two year; tenure; InternetService Fiber optic
3565-UNOCC,41.79,InternetService Fiber optic; tenure; Contract Two year
4627-MIHJH,8.35,Contract Two year; tenure; TotalCharges
9795-NREXC,5.38,Contract Two year; tenure; InternetService Fiber optic
8573-CGOCC,8.14,InternetService Fiber optic; OnlineSecurity No internet service; DeviceProtection No internet service
